SequenceID	Subtype	Country-ISO	Year	Isolate-name
KF541292	108	CN	12	GXDY_1299_NLFG
AY371167	0122F	CM	01	01CM_0130NY
KR017779	01A1F2	CM	07	BS72
KF716464	01A1G	CM	06	DEURF06CM001
AY371170	01ADF2	CM	01	01CM_0908MO
KF835546	01B	CN	07	07CNYN370
KF859773	01B	CN	10	JLRF07
KU501256	01B	CN	13	01BCN201211092
KP418805	01B	CN	13	BJMP3037B
KT999999	01B	CN	14	12YN10135
FJ388954	01B	CY	06	CY179
AB859012	01B	JP	03	03JP_5091K279
AB646691	01B	JP	x	pHIV_1_Y271B01AE64
AB097865	01B	MM	00	mIDU502
AB097867	01B	MM	99	mCSW104
DQ366665	01B	MY	04	04MYKL019_1
DQ366666	01B	MY	05	05MYKL043_1
EF495062	01B	MY	06	06MMYKLD46
EU031914	01B	MY	07	07MYKLD48
KT438782	01B	MY	08	08MYKL056
KT438783	01B	MY	10	10MYKJ086
KT438784	01B	MY	10	10MYPR70
KP411826	01B	SE	10	SE600035
AY945733	01B	TH	00	00TH_C2254_BE
AY358071	01B	TH	01	OUR033I
AY358073	01B	TH	02	OUR740I
AY358070	01B	TH	02	OUR840I
AY358069	01B	TH	02	OUR847I
JN248316	01B	TH	03	03TH700065
JN248319	01B	TH	04	04TH228466
JN248320	01B	TH	04	04TH312908
JN248322	01B	TH	04	04TH321566
JN248323	01B	TH	04	04TH322500
JN248326	01B	TH	04	04TH423323
JN248331	01B	TH	04	04TH704320
JN248332	01B	TH	04	04TH801743
JN631793	01B	TH	05	05TH140456
JN248340	01B	TH	05	05TH245651
JN248349	01B	TH	05	05TH443479
JN248350	01B	TH	05	05TH518944
JN248352	01B	TH	05	05TH637314
JN248357	01B	TH	05	05TH852327
JX447830	01B	TH	05	AA095a_WG21
JX446927	01B	TH	06	AA020a_wg2
JX447000	01B	TH	06	AA025a_WG13
JX447668	01B	TH	06	AA084a_WG10
JN860762	01B	TH	07	MERLBDTRC3
JN860765	01B	TH	07	MERLBDTRC6
AY167123	01B	TH	91	CM237
DQ354115	01B	TH	96	M005
DQ354121	01B	TH	96	M171
AY358042	01B	TH	99	OUR044I
DQ354123	01B	TH	99	OUR2574
AF490973	01B	TH	x	1269
DQ354122	01B	TH	x	MU2003
AF362994	01B	TH	x	NP1623
AF468970	01B	TH	x	TH283
AF490974	01B	TH	x	TH9_95
AY082968	01B	TH	x	TH_13_26
AY444812	01B	US	98	99US_MSC5043
KF835517	01BC	CN	07	07CNYN330
KF835520	01BC	CN	07	07CNYN334
KF835537	01BC	CN	07	07CNYN358
KF803580	01BC	CN	08	BH095
KF250395	01BC	CN	10	DH02
KF250398	01BC	CN	10	DH07
KF850149	01BC	CN	10	JLRF01
KJ184177	01BC	CN	10	JLRF05
KC183774	01BC	CN	11	ANHUI_BB17
KC183781	01BC	CN	11	ANHUI_WH69
KF250407	01BC	CN	12	DH28
KU501257	01BC	CN	13	01BCCN201111312
KP170487	01BC	CN	13	S15_5h4_3h2_FL
KX378999	01BC	CN	13	SZ44LS7251
KX379000	01BC	CN	13	SZ95LS8027
KP668994	01BC	CN	14	BJ2014MSMSP01
KX353919	01BC	CN	14	XC2014EU01
KX010453	01BC	CN	15	ZJCIQ15005
AB097866	01BC	MM	00	mCSW503
KP455640	01BC	MM	08	08mLDTD011
AB097868	01BC	MM	99	mIDU107
HM138656	01C	CN	08	08YN080
KF250401	01C	CN	10	DH18
KJ778895	01C	CN	13	kang019a_NFL
KT321211	01C	CN	14	12YN10159
KT074935	01C	IN	14	NARI_FLS_YCM_151
KT175204	01C	IN	98	NARI_FLS_VB5
AY262830	01C	TH	x	NP1809
JN864056	01F2G	CM	02	LT31
KU168268	206	BF	x	LA13BF17
KU168301	206	BJ	13	LA58Benin
AB286853	206	GH	03	03GH195AG_06
AJ508597	206	NE	00	NE36
AJ508596	206	NE	00	NE95
AJ508595	206	NE	97	NE03
KU168299	206	SN	12	LA56Senegl
AJ866554	209	CI	01	01IC_17395
AJ866556	209	CI	01	01IC_PCI118
AJ866558	209	CI	01	01IC_PCI127
AJ866555	209	CI	97	97IC_PCI3
GU201497	213	CM	01	01CM_0096MA
EU743964	222	CM	02	02CAMLT04
JN864047	222	CM	06	NYU488
JN864052	222	CM	08	BDSH129
JN864053	222	CM	10	LB045
AF184155	02A	GH	97	G829
KU168304	02A1	CM	03	CM1193_8
KR017772	02A1	CM	07	BS13
KU168307	02A1	CM	08	CM1031_19
KM606636	02A1	EE	06	A48
FJ670515	02A1	ES	05	X230_10
GQ372986	02A1	ES	07	ES_P1751
KT276265	02A1	ES	14	ARP1205
KU685587	02A1	ES	14	EUR_0048
AB231894	02A1	GH	03	GHNJ176
AB052867	02A1	GH	97	97GH_AG2
KR067669	02A1	GW	04	DL3039
KR067668	02A1	GW	06	DL4186
KR067670	02A1	GW	08	DL3773
KR067667	02A1	GW	10	DL3234
KR067671	02A1	GW	13	DL5308
JN248587	02A1	NG	09	09NG_SC27
KX389616	02A1	NG	10	10NG020382
KU749413	02A1	PK	14	DEURF14PK006
KU749414	02A1	PK	14	DEURF14PK015
JX500697	02A1	RU	11	11RU6900
JX500706	02A1	RU	11	11RU6939
AY829214	02A1	UZ	02	02UZ0683
KR017777	02A1F2	CM	07	BS55
KU749421	02A1F2	CM	10	DEURF10CM024
GU201504	02A1G	CM	02	02CM_3205MN
KR017773	02A1G	CM	07	BS29
AY371143	02A1U	CM	02	02CM_2339SA
AY521632	02A3	SN	96	DDJ362
AY521633	02A3	SN	96	DDJ364
FJ388896	02B	CY	05	CY029
KT276254	02B	ES	13	ARP1194
DQ926899	02B	ES	99	99SP_11339
