sequenceID	accession_version	collection_month	collection_month_day	collection_year	country	country_iso	isolate_id	lab_construct	length	place_sampled	primary_accession	pubmed_id	source.name	subtype	create_date	update_date	format
AB286853	AB286853.1	JUL	29	2003	Ghana	GHA	03GH195AG/06	-	9695	-	AB286853	-	ncbi-curated	-	16-Dec-2006	14-Jul-2016	GENBANK_XML
AB286854	AB286854.1	JUL	29	2003	Ghana	GHA	03GH195AG/06	-	9682	-	AB286854	-	ncbi-curated	-	16-Dec-2006	14-Jul-2016	GENBANK_XML
AB286855	AB286855.1	JUL	28	2003	Ghana	GHA	03GH181AG	-	9724	-	AB286855	-	ncbi-curated	-	16-Dec-2006	14-Jul-2016	GENBANK_XML
AB286856	AB286856.1	JUL	28	2003	Ghana	GHA	03GH181AG	-	9724	-	AB286856	-	ncbi-curated	-	16-Dec-2006	14-Jul-2016	GENBANK_XML
AB286857	AB286857.1	JUL	28	2003	Ghana	GHA	03GH182AG	-	9692	-	AB286857	-	ncbi-curated	-	16-Dec-2006	14-Jul-2016	GENBANK_XML
AB286858	AB286858.1	JUL	28	2003	Ghana	GHA	03GH182AG	-	9689	-	AB286858	-	ncbi-curated	-	16-Dec-2006	14-Jul-2016	GENBANK_XML
AB286859	AB286859.1	JUL	28	2003	Ghana	GHA	03GH184AG	-	9668	-	AB286859	-	ncbi-curated	-	16-Dec-2006	14-Jul-2016	GENBANK_XML
AB286860	AB286860.1	JUL	28	2003	Ghana	GHA	03GH184AG	-	9656	-	AB286860	-	ncbi-curated	-	16-Dec-2006	14-Jul-2016	GENBANK_XML
AB286861	AB286861.1	JUL	29	2003	Ghana	GHA	03GH189AG	-	9589	-	AB286861	-	ncbi-curated	-	16-Dec-2006	14-Jul-2016	GENBANK_XML
AB286862	AB286862.1	JUL	29	2003	Ghana	GHA	03GH189AG	-	9741	-	AB286862	-	ncbi-curated	-	16-Dec-2006	14-Jul-2016	GENBANK_XML
AB286863	AB286863.1	JUL	29	2003	Ghana	GHA	03GH197AG	-	9671	-	AB286863	-	ncbi-curated	-	16-Dec-2006	14-Jul-2016	GENBANK_XML
AB286864	AB286864.1	JUL	29	2003	Ghana	GHA	03GH197AG	-	9620	-	AB286864	-	ncbi-curated	-	16-Dec-2006	14-Jul-2016	GENBANK_XML
AB286955	AB286955.1	AUG	10	2004	Japan	JPN	DR6089	-	9669	-	AB286955	-	ncbi-curated	-	16-Dec-2006	14-Jul-2016	GENBANK_XML
AB286956	AB286956.1	AUG	10	2004	Japan	JPN	DR6089	-	9669	-	AB286956	-	ncbi-curated	-	16-Dec-2006	14-Jul-2016	GENBANK_XML
AB287003	AB287003.1	JUL	28	2003	Ghana	GHA	03GH175G	-	9707	-	AB287003	-	ncbi-curated	-	16-Dec-2006	14-Jul-2016	GENBANK_XML
AB287004	AB287004.1	JUL	28	2003	Ghana	GHA	03GH175G	-	9725	-	AB287004	-	ncbi-curated	-	16-Dec-2006	14-Jul-2016	GENBANK_XML
AB287363	AB287363.1	MAR	1	2005	Japan	JPN	DR6538	-	9667	-	AB287363	-	ncbi-curated	-	16-Dec-2006	14-Jul-2016	GENBANK_XML
AB287364	AB287364.1	MAY	23	2005	Japan	JPN	DR6737	-	9705	-	AB287364	-	ncbi-curated	-	16-Dec-2006	14-Jul-2016	GENBANK_XML
AB287365	AB287365.1	MAY	23	2005	Japan	JPN	DR6737	-	9699	-	AB287365	-	ncbi-curated	-	16-Dec-2006	14-Jul-2016	GENBANK_XML
AB287366	AB287366.1	OCT	11	2005	Japan	JPN	DR7060	-	9690	-	AB287366	-	ncbi-curated	-	16-Dec-2006	14-Jul-2016	GENBANK_XML
AB287367	AB287367.1	OCT	11	2005	Japan	JPN	DR7060	-	9690	-	AB287367	-	ncbi-curated	-	16-Dec-2006	14-Jul-2016	GENBANK_XML
AB287368	AB287368.1	OCT	14	2005	Japan	JPN	DR7065	-	9700	-	AB287368	-	ncbi-curated	-	16-Dec-2006	14-Jul-2016	GENBANK_XML
AB287369	AB287369.1	FEB	4	1999	Japan	JPN	DR1348	-	9743	-	AB287369	-	ncbi-curated	-	16-Dec-2006	14-Jul-2016	GENBANK_XML
AB287370	AB287370.1	FEB	4	1999	Japan	JPN	DR1348	-	9768	-	AB287370	-	ncbi-curated	-	16-Dec-2006	14-Jul-2016	GENBANK_XML
AB287371	AB287371.1	JUN	8	2000	Japan	JPN	DR2510	-	9741	-	AB287371	-	ncbi-curated	-	16-Dec-2006	14-Jul-2016	GENBANK_XML
AB287372	AB287372.1	JUN	8	2000	Japan	JPN	DR2510	-	9741	-	AB287372	-	ncbi-curated	-	16-Dec-2006	14-Jul-2016	GENBANK_XML
AB287376	AB287376.1	-	-	-	Rwanda	RWA	92RW025A	-	9638	-	AB287376	-	ncbi-curated	-	16-Dec-2006	14-Jul-2016	GENBANK_XML
AB287377	AB287377.1	-	-	-	Rwanda	RWA	92RW025A	-	9638	-	AB287377	-	ncbi-curated	-	16-Dec-2006	14-Jul-2016	GENBANK_XML
AB287378	AB287378.1	-	-	-	Rwanda	RWA	93RW037A	-	9636	-	AB287378	-	ncbi-curated	-	16-Dec-2006	14-Jul-2016	GENBANK_XML
AB287379	AB287379.1	-	-	-	Rwanda	RWA	93RW037A	-	9644	-	AB287379	-	ncbi-curated	-	16-Dec-2006	14-Jul-2016	GENBANK_XML
AB289587	AB289587.1	-	-	-	Japan	JPN	00JPDR2508B	-	9642	-	AB289587	-	ncbi-curated	-	10-Jan-2007	14-Jul-2016	GENBANK_XML
AB289588	AB289588.1	-	-	-	Japan	JPN	00JPDR2508B	-	9645	-	AB289588	-	ncbi-curated	-	10-Jan-2007	14-Jul-2016	GENBANK_XML
AB289589	AB289589.1	-	-	-	Japan	JPN	01JPDR3884B	-	9696	-	AB289589	-	ncbi-curated	-	10-Jan-2007	14-Jul-2016	GENBANK_XML
AB289590	AB289590.1	-	-	-	Japan	JPN	01JPDR3884B	-	9697	-	AB289590	-	ncbi-curated	-	10-Jan-2007	14-Jul-2016	GENBANK_XML
AB428551	AB428551.1	-	-	2000	Japan:Aichi, Nagoya	JPN	#117	-	8677	Aichi, Nagoya	AB428551	18620491	ncbi-curated	-	29-Apr-2008	26-Jul-2016	GENBANK_XML
AB428552	AB428552.1	-	-	2001	Japan:Aichi, Nagoya	JPN	#134	-	8689	Aichi, Nagoya	AB428552	18620491	ncbi-curated	-	29-Apr-2008	26-Jul-2016	GENBANK_XML
AB428553	AB428553.1	-	-	2002	Japan:Aichi, Nagoya	JPN	#194	-	8731	Aichi, Nagoya	AB428553	18620491	ncbi-curated	-	29-Apr-2008	26-Jul-2016	GENBANK_XML
AB428554	AB428554.1	-	-	2002	Japan:Aichi, Nagoya	JPN	#197	-	8719	Aichi, Nagoya	AB428554	18620491	ncbi-curated	-	29-Apr-2008	26-Jul-2016	GENBANK_XML
AB428555	AB428555.1	-	-	2003	Japan:Aichi, Nagoya	JPN	#227	-	8723	Aichi, Nagoya	AB428555	18620491	ncbi-curated	-	29-Apr-2008	26-Jul-2016	GENBANK_XML
AB428556	AB428556.1	-	-	2005	Japan:Aichi, Nagoya	JPN	#426	-	8723	Aichi, Nagoya	AB428556	18620491	ncbi-curated	-	29-Apr-2008	26-Jul-2016	GENBANK_XML
AB428557	AB428557.1	-	-	2005	Japan:Aichi, Nagoya	JPN	#436	-	8690	Aichi, Nagoya	AB428557	18620491	ncbi-curated	-	29-Apr-2008	26-Jul-2016	GENBANK_XML
AB428558	AB428558.1	-	-	2003	Japan:Aichi, Nagoya	JPN	#285	-	8701	Aichi, Nagoya	AB428558	18620491	ncbi-curated	-	29-Apr-2008	26-Jul-2016	GENBANK_XML
AB428559	AB428559.1	-	-	2004	Japan:Aichi, Nagoya	JPN	#329	-	8701	Aichi, Nagoya	AB428559	18620491	ncbi-curated	-	29-Apr-2008	26-Jul-2016	GENBANK_XML
AB428560	AB428560.1	-	-	2005	Japan:Aichi, Nagoya	JPN	#398	-	8701	Aichi, Nagoya	AB428560	18620491	ncbi-curated	-	29-Apr-2008	26-Jul-2016	GENBANK_XML
AB428561	AB428561.1	-	-	2006	Japan:Aichi, Nagoya	JPN	#472	-	8680	Aichi, Nagoya	AB428561	18620491	ncbi-curated	-	29-Apr-2008	26-Jul-2016	GENBANK_XML
AB428562	AB428562.1	-	-	2006	Japan:Aichi, Nagoya	JPN	#574	-	8698	Aichi, Nagoya	AB428562	18620491	ncbi-curated	-	29-Apr-2008	26-Jul-2016	GENBANK_XML
AB480044	AB480044.1	JUL	29	2003	Ghana	GHA	-	-	9703	-	AB480044	-	ncbi-curated	-	04-Aug-2009	24-Jul-2016	GENBANK_XML
AB480045	AB480045.1	JUL	29	2003	Ghana	GHA	-	-	9703	-	AB480045	-	ncbi-curated	-	04-Aug-2009	24-Jul-2016	GENBANK_XML
AB480046	AB480046.1	JUL	29	2003	Ghana	GHA	-	-	9702	-	AB480046	-	ncbi-curated	-	04-Aug-2009	24-Jul-2016	GENBANK_XML
AB480047	AB480047.1	JUL	28	2003	Ghana	GHA	-	-	9673	-	AB480047	-	ncbi-curated	-	04-Aug-2009	24-Jul-2016	GENBANK_XML
AB480048	AB480048.1	JUL	28	2003	Ghana	GHA	-	-	9673	-	AB480048	-	ncbi-curated	-	04-Aug-2009	24-Jul-2016	GENBANK_XML
AB480298	AB480298.1	AUG	5	2004	Japan	JPN	DR6082	-	9634	-	AB480298	-	ncbi-curated	-	06-Aug-2009	24-Jul-2016	GENBANK_XML
AB480299	AB480299.1	AUG	5	2004	Japan	JPN	DR6082	-	9637	-	AB480299	-	ncbi-curated	-	06-Aug-2009	24-Jul-2016	GENBANK_XML
AB480300	AB480300.1	SEP	21	2004	Japan	JPN	DR6190	-	9617	-	AB480300	-	ncbi-curated	-	06-Aug-2009	24-Jul-2016	GENBANK_XML
AB480301	AB480301.1	SEP	21	2004	Japan	JPN	DR6190	-	9611	-	AB480301	-	ncbi-curated	-	06-Aug-2009	24-Jul-2016	GENBANK_XML
AB480692	AB480692.1	SEP	14	2004	Japan	JPN	DR6174	-	9654	-	AB480692	-	ncbi-curated	-	11-Aug-2009	24-Jul-2016	GENBANK_XML
AB480693	AB480693.1	SEP	14	2004	Japan	JPN	DR6174	-	9653	-	AB480693	-	ncbi-curated	-	11-Aug-2009	24-Jul-2016	GENBANK_XML
AB480694	AB480694.1	SEP	14	2004	Japan	JPN	DR6175	-	9593	-	AB480694	-	ncbi-curated	-	11-Aug-2009	24-Jul-2016	GENBANK_XML
AB480695	AB480695.1	SEP	14	2004	Japan	JPN	DR6175	-	9632	-	AB480695	-	ncbi-curated	-	11-Aug-2009	24-Jul-2016	GENBANK_XML
AB480696	AB480696.1	MAY	24	2004	Japan	JPN	DR5913	-	9651	-	AB480696	-	ncbi-curated	-	11-Aug-2009	24-Jul-2016	GENBANK_XML
AB480697	AB480697.1	MAY	24	2004	Japan	JPN	DR5913	-	9671	-	AB480697	-	ncbi-curated	-	11-Aug-2009	24-Jul-2016	GENBANK_XML
AB480698	AB480698.1	OCT	27	1998	Japan	JPN	DR1120	-	9702	-	AB480698	-	ncbi-curated	-	11-Aug-2009	24-Jul-2016	GENBANK_XML
AB485632	AB485632.1	-	-	-	Uganda	UGA	UG275	-	9630	-	AB485632	-	ncbi-curated	-	20-Aug-2009	24-Jul-2016	GENBANK_XML
AB485633	AB485633.1	-	-	-	Ghana	GHA	I_2496	-	9633	-	AB485633	-	ncbi-curated	-	20-Aug-2009	24-Jul-2016	GENBANK_XML
AB485634	AB485634.1	-	-	-	Djibouti	DJI	DJ263	-	9679	-	AB485634	-	ncbi-curated	-	20-Aug-2009	24-Jul-2016	GENBANK_XML
AB485635	AB485635.1	-	-	-	Djibouti	DJI	DJ263	-	9637	-	AB485635	-	ncbi-curated	-	20-Aug-2009	24-Jul-2016	GENBANK_XML
AB485636	AB485636.1	-	-	-	Liberia	LBR	POC44951	-	9633	-	AB485636	-	ncbi-curated	-	20-Aug-2009	24-Jul-2016	GENBANK_XML
AB485637	AB485637.1	-	-	-	Liberia	LBR	POC44951	-	9633	-	AB485637	-	ncbi-curated	-	20-Aug-2009	24-Jul-2016	GENBANK_XML
AB485638	AB485638.1	-	-	-	USA	USA	US2	-	9635	-	AB485638	-	ncbi-curated	-	20-Aug-2009	24-Jul-2016	GENBANK_XML
AB485639	AB485639.1	-	-	-	USA	USA	US2	-	9638	-	AB485639	-	ncbi-curated	-	20-Aug-2009	24-Jul-2016	GENBANK_XML
AB485640	AB485640.1	-	-	-	USA	USA	US2	-	9629	-	AB485640	-	ncbi-curated	-	20-Aug-2009	24-Jul-2016	GENBANK_XML
AB485641	AB485641.1	-	-	-	Brazil	BRA	BZ167	-	9644	-	AB485641	-	ncbi-curated	-	20-Aug-2009	24-Jul-2016	GENBANK_XML
AB485642	AB485642.1	-	-	-	Brazil	BRA	BZ167	-	9662	-	AB485642	-	ncbi-curated	-	20-Aug-2009	24-Jul-2016	GENBANK_XML
AB485643	AB485643.1	-	-	-	Djibouti	DJI	DJ259	-	9607	-	AB485643	-	ncbi-curated	-	20-Aug-2009	24-Jul-2016	GENBANK_XML
AB485644	AB485644.1	-	-	-	Djibouti	DJI	DJ259	-	9606	-	AB485644	-	ncbi-curated	-	20-Aug-2009	24-Jul-2016	GENBANK_XML
AB485645	AB485645.1	-	-	-	Zambia	ZMB	ZAM18	-	9676	-	AB485645	-	ncbi-curated	-	20-Aug-2009	24-Jul-2016	GENBANK_XML
AB485646	AB485646.1	-	-	-	Zambia	ZMB	ZAM18	-	9699	-	AB485646	-	ncbi-curated	-	20-Aug-2009	24-Jul-2016	GENBANK_XML
AB485647	AB485647.1	-	-	-	Zambia	ZMB	ZAM18	-	9699	-	AB485647	-	ncbi-curated	-	20-Aug-2009	24-Jul-2016	GENBANK_XML
AB485648	AB485648.1	-	-	-	Senegal	SEN	SE365	-	9633	-	AB485648	-	ncbi-curated	-	20-Aug-2009	24-Jul-2016	GENBANK_XML
AB485649	AB485649.1	-	-	-	Senegal	SEN	SE365	-	9616	-	AB485649	-	ncbi-curated	-	20-Aug-2009	24-Jul-2016	GENBANK_XML
AB485650	AB485650.1	-	-	-	Uganda	UGA	UG270	-	9688	-	AB485650	-	ncbi-curated	-	20-Aug-2009	24-Jul-2016	GENBANK_XML
AB485651	AB485651.1	-	-	-	Uganda	UGA	UG270	-	9683	-	AB485651	-	ncbi-curated	-	20-Aug-2009	24-Jul-2016	GENBANK_XML
AB485652	AB485652.1	-	-	-	Indonesia	IDN	ID17	-	9648	-	AB485652	-	ncbi-curated	-	20-Aug-2009	24-Jul-2016	GENBANK_XML
AB485653	AB485653.1	-	-	-	Indonesia	IDN	ID17	-	9648	-	AB485653	-	ncbi-curated	-	20-Aug-2009	24-Jul-2016	GENBANK_XML
AB485654	AB485654.1	-	-	-	Thailand	THA	NP03	-	9666	-	AB485654	-	ncbi-curated	-	20-Aug-2009	24-Jul-2016	GENBANK_XML
AB485655	AB485655.1	-	-	-	Thailand	THA	NP03	-	9671	-	AB485655	-	ncbi-curated	-	20-Aug-2009	24-Jul-2016	GENBANK_XML
AB485656	AB485656.1	-	-	-	Brazil	BRA	BZ163	-	9602	-	AB485656	-	ncbi-curated	-	20-Aug-2009	24-Jul-2016	GENBANK_XML
AB485657	AB485657.1	-	-	-	Brazil	BRA	BZ163	-	9602	-	AB485657	-	ncbi-curated	-	20-Aug-2009	24-Jul-2016	GENBANK_XML
AB485658	AB485658.1	-	-	-	Romania	OMN	BCI-R07	-	9747	-	AB485658	-	ncbi-curated	-	20-Aug-2009	24-Jul-2016	GENBANK_XML
AB485659	AB485659.1	-	-	-	Romania	OMN	BCI-R07	-	9747	-	AB485659	-	ncbi-curated	-	20-Aug-2009	24-Jul-2016	GENBANK_XML
AB485660	AB485660.1	-	-	-	Democratic Republic of the Congo	COD	BCF-DIOUM	-	9743	-	AB485660	-	ncbi-curated	-	20-Aug-2009	24-Jul-2016	GENBANK_XML
AB485661	AB485661.1	-	-	-	Democratic Republic of the Congo	COD	BCF-DIOUM	-	9743	-	AB485661	-	ncbi-curated	-	20-Aug-2009	24-Jul-2016	GENBANK_XML
AB485662	AB485662.1	-	-	-	Kenya	KEN	HH8793	-	9707	-	AB485662	-	ncbi-curated	-	20-Aug-2009	24-Jul-2016	GENBANK_XML
AB485663	AB485663.1	-	-	-	Kenya	KEN	HH8793	-	9707	-	AB485663	-	ncbi-curated	-	20-Aug-2009	24-Jul-2016	GENBANK_XML
AB485664	AB485664.1	-	-	-	Democratic Republic of the Congo	COD	BCF-KITA	-	9673	-	AB485664	-	ncbi-curated	-	20-Aug-2009	24-Jul-2016	GENBANK_XML
AB485665	AB485665.1	-	-	-	Democratic Republic of the Congo	COD	BCF-KITA	-	9691	-	AB485665	-	ncbi-curated	-	20-Aug-2009	24-Jul-2016	GENBANK_XML
AB485666	AB485666.1	-	-	-	Cameroon	CMR	BCF06	-	9811	-	AB485666	-	ncbi-curated	-	20-Aug-2009	24-Jul-2016	GENBANK_XML
AB485667	AB485667.1	-	-	-	Cameroon	CMR	BCF06	-	9813	-	AB485667	-	ncbi-curated	-	20-Aug-2009	24-Jul-2016	GENBANK_XML
AB485668	AB485668.1	-	-	-	USA	USA	I-2478B	-	9881	-	AB485668	-	ncbi-curated	-	20-Aug-2009	24-Jul-2016	GENBANK_XML
AB485669	AB485669.1	-	-	-	USA	USA	I-2478B	-	9881	-	AB485669	-	ncbi-curated	-	20-Aug-2009	24-Jul-2016	GENBANK_XML
AB547463	AB547463.1	-	-	-	Indonesia	IDN	-	-	8936	-	AB547463	20958201	ncbi-curated	-	23-Feb-2010	25-Jul-2016	GENBANK_XML
AB547464	AB547464.1	-	-	-	Indonesia	IDN	-	-	8857	-	AB547464	20958201	ncbi-curated	-	23-Feb-2010	25-Jul-2016	GENBANK_XML
AB564744	AB564744.1	-	-	-	Japan	JPN	DR1673	-	9680	-	AB564744	-	ncbi-curated	-	04-Dec-2010	25-Jul-2016	GENBANK_XML
AB564745	AB564745.1	-	-	-	Japan	JPN	DR1673	-	9711	-	AB564745	-	ncbi-curated	-	04-Dec-2010	25-Jul-2016	GENBANK_XML
AB564746	AB564746.1	-	-	-	Japan	JPN	DR2735	-	9697	-	AB564746	-	ncbi-curated	-	04-Dec-2010	25-Jul-2016	GENBANK_XML
AB565478	AB565478.1	-	-	-	Japan	JPN	DR0796	-	9682	-	AB565478	-	ncbi-curated	-	08-Jun-2010	25-Jul-2016	GENBANK_XML
AB565479	AB565479.1	-	-	-	Japan	JPN	DR0796	-	9680	-	AB565479	-	ncbi-curated	-	08-Jun-2010	25-Jul-2016	GENBANK_XML
AB565495	AB565495.1	-	-	-	Japan	JPN	JRC03B	-	9689	-	AB565495	-	ncbi-curated	-	07-Dec-2010	25-Jul-2016	GENBANK_XML
AB565496	AB565496.1	-	-	-	Japan	JPN	JRC03B	-	9690	-	AB565496	-	ncbi-curated	-	07-Dec-2010	25-Jul-2016	GENBANK_XML
AB565497	AB565497.1	-	-	-	Japan	JPN	JRC05B	-	9788	-	AB565497	-	ncbi-curated	-	07-Dec-2010	25-Jul-2016	GENBANK_XML
AB565498	AB565498.1	-	-	-	Japan	JPN	JRC05B	-	9788	-	AB565498	-	ncbi-curated	-	07-Dec-2010	25-Jul-2016	GENBANK_XML
AB565499	AB565499.1	-	-	-	Japan	JPN	JRC53B	-	9691	-	AB565499	-	ncbi-curated	-	07-Dec-2010	25-Jul-2016	GENBANK_XML
AB565500	AB565500.1	-	-	-	Japan	JPN	JRC53B	-	9691	-	AB565500	-	ncbi-curated	-	07-Dec-2010	25-Jul-2016	GENBANK_XML
AB565501	AB565501.1	-	-	-	Japan	JPN	JRC65B	-	9669	-	AB565501	-	ncbi-curated	-	07-Dec-2010	25-Jul-2016	GENBANK_XML
AB565502	AB565502.1	-	-	-	Japan	JPN	JRC65B	-	9670	-	AB565502	-	ncbi-curated	-	07-Dec-2010	25-Jul-2016	GENBANK_XML
AB565503	AB565503.1	-	-	-	Japan	JPN	JRC77AE	-	9633	-	AB565503	-	ncbi-curated	-	07-Dec-2010	25-Jul-2016	GENBANK_XML
AB565504	AB565504.1	-	-	-	Japan	JPN	JRC77AE	-	9634	-	AB565504	-	ncbi-curated	-	07-Dec-2010	25-Jul-2016	GENBANK_XML
AB604946	AB604946.1	-	-	-	Japan	JPN	DR1712	-	9667	-	AB604946	-	ncbi-curated	-	20-Dec-2010	25-Jul-2016	GENBANK_XML
AB604947	AB604947.1	-	-	-	Japan	JPN	DR1712	-	9667	-	AB604947	-	ncbi-curated	-	20-Dec-2010	25-Jul-2016	GENBANK_XML
AB604948	AB604948.1	-	-	-	Japan	JPN	DR1777	-	9915	-	AB604948	-	ncbi-curated	-	20-Dec-2010	25-Jul-2016	GENBANK_XML
AB604949	AB604949.1	-	-	-	Japan	JPN	DR2735	-	9695	-	AB604949	-	ncbi-curated	-	20-Dec-2010	25-Jul-2016	GENBANK_XML
AB604950	AB604950.1	-	-	-	Japan	JPN	DR5929	-	9684	-	AB604950	-	ncbi-curated	-	20-Dec-2010	25-Jul-2016	GENBANK_XML
AB604951	AB604951.1	-	-	-	Japan	JPN	DR5929	-	9684	-	AB604951	-	ncbi-curated	-	20-Dec-2010	25-Jul-2016	GENBANK_XML
AB641836	AB641836.2	-	-	-	Japan	JPN	-	-	9677	-	AB641836	-	ncbi-curated	-	28-Jun-2011	08-Nov-2012	GENBANK_XML
AB641837	AB641837.2	-	-	-	Japan	JPN	-	-	9675	-	AB641837	-	ncbi-curated	-	28-Jun-2011	08-Nov-2012	GENBANK_XML
AB646289	AB646289.1	-	-	-	Japan	JPN	-	-	9673	-	AB646289	-	ncbi-curated	-	12-Jan-2012	12-Jan-2012	GENBANK_XML
AB646691	AB646691.1	-	-	-	Japan	JPN	-	-	9674	-	AB646691	-	ncbi-curated	-	20-Jan-2012	20-Jan-2012	GENBANK_XML
AB703607	AB703607.1	-	-	2010	Iran:Tehran	IRN	10IR.THR01F	-	8636	Tehran	AB703607	22916738	ncbi-curated	-	29-Aug-2012	10-Jan-2013	GENBANK_XML
AB703608	AB703608.1	-	-	2010	Iran:Tehran	IRN	10IR.THR09F	-	8657	Tehran	AB703608	22916738	ncbi-curated	-	29-Aug-2012	10-Jan-2013	GENBANK_XML
AB703609	AB703609.1	-	-	2011	Iran:Kermanshah	IRN	11IR.KSH24F	-	8638	Kermanshah	AB703609	22916738	ncbi-curated	-	29-Aug-2012	10-Jan-2013	GENBANK_XML
AB703610	AB703610.1	-	-	2011	Iran:Shiraz	IRN	11IR.SYZ27F	-	8640	Shiraz	AB703610	22916738	ncbi-curated	-	29-Aug-2012	10-Jan-2013	GENBANK_XML
AB703611	AB703611.1	-	-	2011	Iran:Kermanshah	IRN	11IR.KSH29F	-	8626	Kermanshah	AB703611	22916738	ncbi-curated	-	29-Aug-2012	10-Jan-2013	GENBANK_XML
AB703612	AB703612.1	-	-	2011	Iran:Kermanshah	IRN	11IR.KSH31F	-	8671	Kermanshah	AB703612	22916738	ncbi-curated	-	29-Aug-2012	10-Jan-2013	GENBANK_XML
AB703613	AB703613.1	-	-	2011	Iran:Shiraz	IRN	11IR.SYZ33F	-	8704	Shiraz	AB703613	22916738	ncbi-curated	-	29-Aug-2012	10-Jan-2013	GENBANK_XML
AB703614	AB703614.1	-	-	2011	Iran:Shiraz	IRN	11IR.SYZ38F	-	8677	Shiraz	AB703614	22916738	ncbi-curated	-	29-Aug-2012	10-Jan-2013	GENBANK_XML
AB703615	AB703615.1	-	-	2010	Iran:Tehran	IRN	10IR.THR41F	-	8665	Tehran	AB703615	22916738	ncbi-curated	-	29-Aug-2012	10-Jan-2013	GENBANK_XML
AB703616	AB703616.1	-	-	2010	Iran:Tehran	IRN	10IR.THR48F	-	8667	Tehran	AB703616	22916738	ncbi-curated	-	29-Aug-2012	10-Jan-2013	GENBANK_XML
AB731663	AB731663.1	-	-	2008	Japan: Aichi, Nagoya	JPN	-	-	9680	Aichi, Nagoya	AB731663	-	ncbi-curated	-	16-Jan-2013	16-Jan-2013	GENBANK_XML
AB731664	AB731664.1	-	-	2008	Japan: Aichi, Nagoya	JPN	-	-	9678	Aichi, Nagoya	AB731664	-	ncbi-curated	-	16-Jan-2013	16-Jan-2013	GENBANK_XML
AB731665	AB731665.1	-	-	2009	Japan: Aichi, Nagoya	JPN	-	-	9740	Aichi, Nagoya	AB731665	-	ncbi-curated	-	16-Jan-2013	16-Jan-2013	GENBANK_XML
AB731666	AB731666.1	-	-	2009	Japan: Aichi, Nagoya	JPN	-	-	9740	Aichi, Nagoya	AB731666	-	ncbi-curated	-	16-Jan-2013	16-Jan-2013	GENBANK_XML
AB731667	AB731667.1	-	-	2009	Japan: Aichi, Nagoya	JPN	-	-	9693	Aichi, Nagoya	AB731667	-	ncbi-curated	-	16-Jan-2013	16-Jan-2013	GENBANK_XML
AB731668	AB731668.1	-	-	2009	Japan: Aichi, Nagoya	JPN	-	-	9690	Aichi, Nagoya	AB731668	-	ncbi-curated	-	16-Jan-2013	16-Jan-2013	GENBANK_XML
AB731669	AB731669.1	-	-	2011	Japan: Aichi, Nagoya	JPN	-	-	9726	Aichi, Nagoya	AB731669	-	ncbi-curated	-	16-Jan-2013	16-Jan-2013	GENBANK_XML
AB731670	AB731670.1	-	-	2011	Japan: Aichi, Nagoya	JPN	-	-	9725	Aichi, Nagoya	AB731670	-	ncbi-curated	-	16-Jan-2013	16-Jan-2013	GENBANK_XML
AB746342	AB746342.2	-	-	2001	China: Yunnan, Dali	CHN	-	-	9503	Yunnan, Dali	AB746342	-	ncbi-curated	-	07-Sep-2012	08-Nov-2012	GENBANK_XML
AB746343	AB746343.2	-	-	2001	China: Yunnan, Dali	CHN	-	-	9542	Yunnan, Dali	AB746343	-	ncbi-curated	-	07-Sep-2012	08-Nov-2012	GENBANK_XML
AB746344	AB746344.2	-	-	2000	China: Yunnan, Wenshan	CHN	-	-	9646	Yunnan, Wenshan	AB746344	-	ncbi-curated	-	07-Sep-2012	08-Nov-2012	GENBANK_XML
AB746345	AB746345.2	-	-	2000	China: Yunnan, Wenshan	CHN	-	-	9634	Yunnan, Wenshan	AB746345	-	ncbi-curated	-	07-Sep-2012	08-Nov-2012	GENBANK_XML
AB773884	AB773884.1	-	-	2000	China: Yunnan, Honghe	CHN	-	-	9592	Yunnan, Honghe	AB773884	-	ncbi-curated	-	27-Dec-2012	08-Jan-2013	GENBANK_XML
AB773885	AB773885.1	-	-	2000	China: Yunnan, Honghe	CHN	-	-	9598	Yunnan, Honghe	AB773885	-	ncbi-curated	-	27-Dec-2012	08-Jan-2013	GENBANK_XML
AB845344	AB845344.1	-	-	2003	Japan: Aichi	JPN	03JP-5091K231	-	9379	Aichi	AB845344	26571151	ncbi-curated	-	06-Nov-2015	07-Jun-2016	GENBANK_XML
AB845345	AB845345.1	-	-	2004	Japan: Aichi	JPN	04JP-5091K320	-	9513	Aichi	AB845345	26571151	ncbi-curated	-	06-Nov-2015	07-Jun-2016	GENBANK_XML
AB845346	AB845346.1	-	-	2004	Japan: Aichi	JPN	04JP-5091K323	-	9527	Aichi	AB845346	26571151	ncbi-curated	-	06-Nov-2015	07-Jun-2016	GENBANK_XML
AB845347	AB845347.1	-	-	2005	Japan: Aichi	JPN	05JP-5091K448	-	9609	Aichi	AB845347	26571151	ncbi-curated	-	06-Nov-2015	07-Jun-2016	GENBANK_XML
AB845348	AB845348.1	-	-	2010	Japan	JPN	10JP-5091N172	-	8469	-	AB845348	26571151	ncbi-curated	-	06-Nov-2015	07-Jun-2016	GENBANK_XML
AB845349	AB845349.1	-	-	2010	Japan: Aichi	JPN	10JP-5091N200	-	9706	Aichi	AB845349	26571151	ncbi-curated	-	06-Nov-2015	07-Jun-2016	GENBANK_XML
