"sequence_id","isolate_id","collection_year"
"KM049513","ZM221F",2003
"KM050400","ZM221F",2003
"KM048771","ZM221M",2003
"KM048772","ZM221M",2003
"KM049514","ZM221M",2003
"KM049515","ZM221M",2003
"KM050401","ZM221M",2003
"KM050402","ZM221M",2003
"KM048773","ZM221M",2004
"KM048774","ZM221M",2004
"KM049516","ZM221M",2004
"KM049517","ZM221M",2004
"KM050403","ZM221M",2004
"KM050404","ZM221M",2004
"KM049518","ZM221M",2005
"KM050405","ZM221M",2005
"KM049519","ZM223F",2003
"KM050406","ZM223F",2003
"KM049520","ZM223M",2003
"KM050407","ZM223M",2003
"KM049521","ZM225F",2003
"KM050408","ZM225F",2003
"KM049522","ZM225M",2003
"KM050409","ZM225M",2003
"KM049523","ZM226F",2003
"KM050410","ZM226F",2003
"KM048775","ZM226M",2003
"KM049524","ZM226M",2003
"KM050411","ZM226M",2003
"KM048776","ZM226M",2004
"KM048777","ZM226M",2004
"KM049525","ZM226M",2004
"KM049526","ZM226M",2004
"KM050412","ZM226M",2004
"KM050413","ZM226M",2004
"KM048778","ZM226M",2005
"KM049527","ZM226M",2005
"KM049528","ZM226M",2005
"KM050414","ZM226M",2005
"KM050415","ZM226M",2005
"KM049529","ZM227F",2003
"KM050416","ZM227F",2003
"KM048779","ZM227M",2003
"KM048780","ZM227M",2003
"KM048781","ZM227M",2003
"KM049530","ZM227M",2003
"KM049531","ZM227M",2003
"KM049532","ZM227M",2003
"KM050417","ZM227M",2003
"KM050418","ZM227M",2003
"KM050419","ZM227M",2003
"KM048782","ZM227M",2004
"KM049533","ZM227M",2004
"KM050420","ZM227M",2004
"KM049534","ZM227M",2005
"KM050421","ZM227M",2005
"KM049535","ZM228F",2003
"KM050422","ZM228F",2003
"KM048783","ZM228M",2003
"KM049536","ZM228M",2003
"KM050423","ZM228M",2003
"KM048784","ZM228M",2004
"KM048785","ZM228M",2004
"KM049537","ZM228M",2004
"KM049538","ZM228M",2004
"KM050424","ZM228M",2004
"KM050425","ZM228M",2004
"KM048786","ZM228M",2005
"KM049539","ZM228M",2005
"KM049540","ZM228M",2005
"KM050426","ZM228M",2005
"KM050427","ZM228M",2005
"KM049541","ZM229F",2002
"KM050428","ZM229F",2002
"KM049542","ZM229M",2002
"KM050429","ZM229M",2002
"KM048787","ZM230F",2003
"KM048788","ZM230F",2003
"KM049544","ZM230F",2003
"KM049545","ZM230F",2003
"KM050431","ZM230F",2003
"KM050432","ZM230F",2003
"KM048789","ZM230F",2004
"KM048790","ZM230F",2004
"KM049546","ZM230F",2004
"KM049547","ZM230F",2004
"KM050433","ZM230F",2004
"KM050434","ZM230F",2004
"KM049548","ZM230F",2005
"KM050435","ZM230F",2005
"KM049543","ZM230M",2003
"KM050430","ZM230M",2003
"KM049550","ZM231F",2002
"KM049549","ZM231M",2002
"KM050436","ZM231M",2002
"KM049552","ZM232F",2004
"KM050438","ZM232F",2004
"KM048791","ZM232M",2004
"KM049551","ZM232M",2004
"KM050437","ZM232M",2004
"KM049554","ZM234F",2004
"KM049553","ZM234M",2004
"KM048792","ZM235F",2002
"KM049556","ZM235F",2002
"KM050440","ZM235F",2002
"KM049555","ZM235M",2002
"KM050439","ZM235M",2002
"KM049557","ZM236F",2003
"KM050441","ZM236F",2003
"KM048793","ZM236M",2003
"KM048794","ZM236M",2003
"KM049558","ZM236M",2003
"KM049559","ZM236M",2003
"KM050442","ZM236M",2003
"KM050443","ZM236M",2003
"KM048795","ZM236M",2004
"KM048796","ZM236M",2004
"KM049560","ZM236M",2004
"KM049561","ZM236M",2004
"KM050444","ZM236M",2004
"KM050445","ZM236M",2004
"KM049562","ZM236M",2005
"KM050446","ZM236M",2005
"KP715794","ZM236M_12-Feb-2009",2009
"KM049563","ZM238F",2002
"KM050447","ZM238F",2002
"KM049564","ZM238M",2002
"KM050448","ZM238M",2002
"KM048797","ZM239F",2004
"KM048798","ZM239F",2004
"KM049566","ZM239F",2004
"KM049567","ZM239F",2004
"KM050450","ZM239F",2004
"KM050451","ZM239F",2004
"KM048799","ZM239F",2005
"KM048800","ZM239F",2005
"KM049568","ZM239F",2005
"KM049569","ZM239F",2005
"KM050452","ZM239F",2005
"KM050453","ZM239F",2005
"KM049570","ZM239F",2006
"KM050454","ZM239F",2006
"KM049565","ZM239M",2004
"KM050449","ZM239M",2004
"KM048801","ZM240F",2003
"KM049572","ZM240F",2003
"KM050456","ZM240F",2003
"KM048802","ZM240F",2004
"KM049573","ZM240F",2004
"KM050457","ZM240F",2004
"KM048803","ZM240F",2005
"KM049574","ZM240F",2005
"KM049575","ZM240F",2005
"KM050458","ZM240F",2005
"KM050459","ZM240F",2005
"KM049571","ZM240M",2003
"KM050455","ZM240M",2003
"KM049576","ZM241F",2003
"KM050460","ZM241F",2003
"KM048804","ZM241M",2003
"KM049577","ZM241M",2003
"KM050461","ZM241M",2003
"KM048805","ZM242F",2003
"KM048806","ZM242F",2003
"KM048807","ZM242F",2003
"KM049579","ZM242F",2003
"KM049580","ZM242F",2003
"KM049581","ZM242F",2003
"KM050463","ZM242F",2003
"KM050464","ZM242F",2003
"KM050465","ZM242F",2003
"KM048808","ZM242F",2004
"KM049582","ZM242F",2004
"KM050466","ZM242F",2004
"KM049583","ZM242F",2005
"KM050467","ZM242F",2005
"KM049578","ZM242M",2003
"KM050462","ZM242M",2003
"KM048809","ZM243F",2004
"KM048810","ZM243F",2004
"KM049585","ZM243F",2004
"KM049586","ZM243F",2004
"KM050469","ZM243F",2004
"KM050470","ZM243F",2004
"KM048811","ZM243F",2005
"KM048812","ZM243F",2005
"KM049587","ZM243F",2005
"KM049588","ZM243F",2005
"KM050471","ZM243F",2005
"KM050472","ZM243F",2005
"KM049589","ZM243F",2006
"KM050473","ZM243F",2006
"KM049584","ZM243M",2004
"KM050468","ZM243M",2004
"KM049590","ZM244F",2003
"KM050474","ZM244F",2003
"KM048813","ZM244M",2003
"KM049591","ZM244M",2003
"KM050475","ZM244M",2003
"KM048814","ZM244M",2004
"KM048815","ZM244M",2004
"KM049592","ZM244M",2004
"KM049593","ZM244M",2004
"KM050476","ZM244M",2004
"KM050477","ZM244M",2004
"KM048816","ZM244M",2005
"KM049594","ZM244M",2005
"KM049595","ZM244M",2005
"KM050478","ZM244M",2005
"KM050479","ZM244M",2005
"FJ496185","ZM246F_flA1",2003
"FJ496186","ZM246F_flA10",2003
"FJ496187","ZM246F_flA2",2003
"FJ496188","ZM246F_flA6",2003
"FJ496189","ZM246F_flB1",2003
"FJ496190","ZM246F_flC12",2003
"FJ496191","ZM246F_flC3",2003
"FJ496192","ZM246F_flC5",2003
"FJ496193","ZM246F_flC7",2003
"FJ496194","ZM246F_flD5",2003
"FJ496195","ZM247F_flA1",2003
"FJ496196","ZM247F_flA12",2003
"FJ496197","ZM247F_flA2",2003
"FJ496198","ZM247F_flB8",2003
"FJ496199","ZM247F_flB9",2003
"FJ496200","ZM247F_flE10",2003
"FJ496201","ZM247F_flE11",2003
"FJ496202","ZM247F_flE3",2003
"FJ496203","ZM247F_flF10",2003
"FJ496204","ZM247F_flF7",2003
"FJ496205","ZM247F_flG11",2003
"FJ496206","ZM247F_flG6",2003
"FJ496207","ZM247F_flH1",2003
"KM049597","ZM248F",2003
"KM050481","ZM248F",2003
"KM049596","ZM248M",2003
"KM050480","ZM248M",2003
"FJ496208","ZM249M_flA1",2003
"FJ496209","ZM249M_flC1",2003
"FJ496210","ZM249M_flC5",2003
"FJ496211","ZM249M_flD12",2003
"FJ496212","ZM249M_flE10",2003
"FJ496213","ZM249M_flE8",2003
"FJ496214","ZM249M_flF1",2003
"KM048817","ZM251F",2004
"KM049599","ZM251F",2004
"KM050483","ZM251F",2004
"KM048818","ZM251F",2005
"KM048819","ZM251F",2005
"KM049600","ZM251F",2005
"KM049601","ZM251F",2005
"KM050484","ZM251F",2005
"KM050485","ZM251F",2005
"KM048820","ZM251F",2006
"KM049602","ZM251F",2006
"KM049603","ZM251F",2006
"KM050486","ZM251F",2006
"KM050487","ZM251F",2006
"KM049598","ZM251M",2004
"KM050482","ZM251M",2004
"KM048822","ZM252F",2004
"KM049605","ZM252F",2004
"KM050489","ZM252F",2004
"KM048823","ZM252F",2005
"KM048824","ZM252F",2005
"KM049606","ZM252F",2005
"KM049607","ZM252F",2005
"KM050490","ZM252F",2005
"KM050491","ZM252F",2005
"KM048825","ZM252F",2006
"KM048826","ZM252F",2006
"KM049608","ZM252F",2006
"KM049609","ZM252F",2006
"KM050492","ZM252F",2006
"KM050493","ZM252F",2006
"KM048821","ZM252M",2004
"KM049604","ZM252M",2004
"KM050488","ZM252M",2004
"KM048827","ZM254F",2004
"KM049611","ZM254F",2004
"KM050495","ZM254F",2004
"KM048828","ZM254F",2005
"KM048829","ZM254F",2005
"KM049612","ZM254F",2005
"KM049613","ZM254F",2005
"KM050496","ZM254F",2005
"KM050497","ZM254F",2005
"KM048830","ZM254F",2006
"KM049614","ZM254F",2006
"KM049615","ZM254F",2006
"KM050498","ZM254F",2006
"KM050499","ZM254F",2006
"KM049610","ZM254M",2004
"KM050494","ZM254M",2004
"KM049617","ZM257F",2003
"KM050501","ZM257F",2003
"KM049616","ZM257M",2003
"KM050500","ZM257M",2003
"KM048831","ZM258F",2003
"KM048832","ZM258F",2003
"KM049619","ZM258F",2003
"KM049620","ZM258F",2003
"KM050503","ZM258F",2003
"KM050504","ZM258F",2003
"KM048833","ZM258F",2004
"KM048834","ZM258F",2004
"KM049621","ZM258F",2004
"KM049622","ZM258F",2004
"KM050505","ZM258F",2004
"KM050506","ZM258F",2004
"KM049623","ZM258F",2005
"KM050507","ZM258F",2005
"KM049618","ZM258M",2003
"KM050502","ZM258M",2003
"KM049625","ZM259F",2003
"KM049624","ZM259M",2003
"KM049626","ZM260F",2004
"KM050508","ZM260F",2004
"KM049627","ZM260M",2004
"KM050509","ZM260M",2004
"KM049628","ZM262F",2004
"KM050510","ZM262F",2004
"KM049629","ZM262M",2004
"KM050511","ZM262M",2004
"KM049631","ZM263F",2003
"KM050513","ZM263F",2003
"KM049630","ZM263M",2003
"KM050512","ZM263M",2003
"KM048835","ZM264F",2004
"KM048836","ZM264F",2004
"KM049633","ZM264F",2004
"KM049634","ZM264F",2004
"KM050515","ZM264F",2004
"KM050516","ZM264F",2004
"KM048837","ZM264F",2005
"KM048838","ZM264F",2005
"KM049635","ZM264F",2005
"KM049636","ZM264F",2005
"KM050517","ZM264F",2005
"KM050518","ZM264F",2005
"KM049637","ZM264F",2006
"KM050519","ZM264F",2006
"KM049632","ZM264M",2004
"KM050514","ZM264M",2004
"KM048839","ZM266F",2003
"KM049639","ZM266F",2003
"KM050521","ZM266F",2003
"KM048840","ZM266F",2004
"KM048841","ZM266F",2004
"KM049640","ZM266F",2004
"KM049641","ZM266F",2004
"KM050522","ZM266F",2004
"KM050523","ZM266F",2004
"KM048842","ZM266F",2005
"KM049642","ZM266F",2005
"KM049643","ZM266F",2005
"KM050524","ZM266F",2005
"KM050525","ZM266F",2005
"KM049638","ZM266M",2003
"KM050520","ZM266M",2003
"KM049644","ZM268F",2004
"KM050526","ZM268F",2004
"KM048843","ZM268M",2004
"KM048844","ZM268M",2004
"KM049645","ZM268M",2004
"KM049646","ZM268M",2004
"KM050527","ZM268M",2004
"KM050528","ZM268M",2004
"KM048845","ZM268M",2005
"KM048846","ZM268M",2005
"KM049647","ZM268M",2005
"KM049648","ZM268M",2005
"KM050529","ZM268M",2005
"KM050530","ZM268M",2005
"KM049649","ZM268M",2006
"KM050531","ZM268M",2006
"KP715795","ZM26F_16-Oct-2007",2007
"KM048847","ZM270F",2004
"KM049651","ZM270F",2004
"KM050533","ZM270F",2004
"KM048848","ZM270F",2005
"KM048849","ZM270F",2005
"KM049652","ZM270F",2005
"KM049653","ZM270F",2005
"KM050534","ZM270F",2005
"KM050535","ZM270F",2005
"KM048850","ZM270F",2006
"KM049654","ZM270F",2006
"KM049655","ZM270F",2006
"KM050536","ZM270F",2006
"KM050537","ZM270F",2006
"KM049650","ZM270M",2004
"KM050532","ZM270M",2004
"KM049656","ZM271F",2004
"KM049657","ZM271M",2004
"KM048851","ZM272M",2003
"KM049658","ZM272M",2003
"KM050538","ZM272M",2003
"KM049660","ZM273F",2004
"KM050540","ZM273F",2004
"KM049659","ZM273M",2004
"KM050539","ZM273M",2004
"KM048852","ZM274F",2004
"KM049662","ZM274F",2004
"KM050542","ZM274F",2004
"KM048853","ZM274F",2005
"KM048854","ZM274F",2005
"KM049663","ZM274F",2005
"KM049664","ZM274F",2005
"KM050543","ZM274F",2005
"KM050544","ZM274F",2005
"KM048855","ZM274F",2006
"KM049665","ZM274F",2006
"KM049666","ZM274F",2006
"KM050545","ZM274F",2006
"KM050546","ZM274F",2006
"KM049661","ZM274M",2004
"KM050541","ZM274M",2004
"KM048856","ZM276F",2004
"KM049668","ZM276F",2004
"KM050548","ZM276F",2004
"KM048857","ZM276F",2005
"KM048858","ZM276F",2005
"KM049669","ZM276F",2005
"KM049670","ZM276F",2005
"KM050549","ZM276F",2005
"KM050550","ZM276F",2005
"KM048859","ZM276F",2006
"KM049671","ZM276F",2006
"KM049672","ZM276F",2006
"KM050551","ZM276F",2006
"KM050552","ZM276F",2006
"KM049667","ZM276M",2004
"KM050547","ZM276M",2004
"KM049674","ZM277F",2005
"KM050554","ZM277F",2005
"KM049673","ZM277M",2005
"KM050553","ZM277M",2005
"KM048860","ZM278F",2005
"KM049675","ZM278F",2005
"KM050555","ZM278F",2005
"KM048861","ZM278M",2005
"KM049676","ZM278M",2005
"KM050556","ZM278M",2005
"KM049677","ZM279F",2005
"KM050557","ZM279F",2005
"KM049678","ZM279M",2005
"KM050558","ZM279M",2005
"KP715796","ZM27M_02-Feb-2007",2007
"KM048862","ZM280F",2005
"KM048863","ZM280F",2005
"KM049680","ZM280F",2005
"KM049681","ZM280F",2005
"KM050560","ZM280F",2005
"KM050561","ZM280F",2005
"KM048864","ZM280F",2006
"KM049682","ZM280F",2006
"KM049683","ZM280F",2006
"KM050562","ZM280F",2006
"KM049684","ZM280F",2007
"KM050563","ZM280F",2007
"KM049679","ZM280M",2005
"KM050559","ZM280M",2005
"KP715797","ZM282F_08-Apr-2009",2009
"KM049686","ZM283F",2005
"KM050565","ZM283F",2005
"KM049685","ZM283M",2005
"KM050564","ZM283M",2005
"KM049688","ZM286F",2005
"KM050567","ZM286F",2005
"KM049687","ZM286M",2005
"KM050566","ZM286M",2005
"KM048865","ZM287F",2005
"KM049689","ZM287F",2005
"KM050568","ZM287F",2005
"KM048866","ZM287M",2005
"KM049690","ZM287M",2005
"KM050569","ZM287M",2005
"KM049691","ZM288F",2005
"KM050570","ZM288F",2005
"KM049692","ZM288M",2005
"KM050571","ZM288M",2005
"KP715798","ZM290F_18-May-2010",2010
"KM048867","ZM292F",2005
"KM049693","ZM292F",2005
"KM050572","ZM292F",2005
"KM048868","ZM292M",2005
"KM049694","ZM292M",2005
"KM050573","ZM292M",2005
"KM049695","ZM294F",2005
"KM050574","ZM294F",2005
"KM049696","ZM294M",2005
"KM050575","ZM294M",2005
"KM049698","ZM296F",2005
"KM050577","ZM296F",2005
"KM049697","ZM296M",2005
"KM050576","ZM296M",2005
"KM049700","ZM299F",2005
"KM050579","ZM299F",2005
"KM049699","ZM299M",2005
"KM050578","ZM299M",2005
"KM048870","ZM310F",2005
"KM048871","ZM310F",2005
"KM049702","ZM310F",2005
"KM049703","ZM310F",2005
"KM050581","ZM310F",2005
"KM050582","ZM310F",2005
"KM048872","ZM310F",2006
"KM048873","ZM310F",2006
"KM048874","ZM310F",2006
"KM049704","ZM310F",2006
"KM049705","ZM310F",2006
"KM049706","ZM310F",2006
"KM050583","ZM310F",2006
"KM050584","ZM310F",2006
"KM050585","ZM310F",2006
"KM048875","ZM310F",2007
"KM048876","ZM310F",2007
"KM049707","ZM310F",2007
"KM049708","ZM310F",2007
"KM050586","ZM310F",2007
"KM050587","ZM310F",2007
"KP715799","ZM310F_21-Sep-2005",2005
"KM048869","ZM310M",2005
"KM049701","ZM310M",2005
"KM050580","ZM310M",2005
"KM048878","ZM312F",2005
"KM049710","ZM312F",2005
"KM050589","ZM312F",2005
"KM048879","ZM312F",2006
"KM048880","ZM312F",2006
"KM048881","ZM312F",2006
"KM048882","ZM312F",2006
"KM049711","ZM312F",2006
"KM049712","ZM312F",2006
"KM049713","ZM312F",2006
"KM049714","ZM312F",2006
"KM050590","ZM312F",2006
"KM050591","ZM312F",2006
"KM050592","ZM312F",2006
"KM050593","ZM312F",2006
"KM048883","ZM312F",2007
"KM048884","ZM312F",2007
"KM049715","ZM312F",2007
"KM049716","ZM312F",2007
"KM050594","ZM312F",2007
"KM050595","ZM312F",2007
"KP715800","ZM312F_07-Oct-2005",2005
"KM048877","ZM312M",2005
"KM049709","ZM312M",2005
"KM050588","ZM312M",2005
"KM048886","ZM314F",2005
"KM049718","ZM314F",2005
"KM050597","ZM314F",2005
"KM048887","ZM314F",2006
"KM048888","ZM314F",2006
"KM048889","ZM314F",2006
"KM049719","ZM314F",2006
"KM049720","ZM314F",2006
"KM049721","ZM314F",2006
"KM050598","ZM314F",2006
"KM050599","ZM314F",2006
"KM050600","ZM314F",2006
"KM049722","ZM314F",2007
"KM048885","ZM314M",2005
"KM049717","ZM314M",2005
"KM050596","ZM314M",2005
"KM048890","ZM319F",2005
"KM049723","ZM319F",2005
"KM050601","ZM319F",2005
"KM048891","ZM319M",2005
"KM049724","ZM319M",2005
"KM050602","ZM319M",2005
"KM048892","ZM319M",2006
"KM048893","ZM319M",2006
"KM048894","ZM319M",2006
"KM048895","ZM319M",2006
"KM049725","ZM319M",2006
"KM049726","ZM319M",2006
"KM049727","ZM319M",2006
"KM049728","ZM319M",2006
"KM050603","ZM319M",2006
"KM050604","ZM319M",2006
"KM050605","ZM319M",2006
"KM050606","ZM319M",2006
"KM048896","ZM319M",2007
"KM048897","ZM319M",2007
"KM049729","ZM319M",2007
"KM049730","ZM319M",2007
"KM050607","ZM319M",2007
"KM050608","ZM319M",2007
"KP715801","ZM319M_30-Nov-2005",2005
"KP715802","ZM320F_13-Feb-2009",2009
"KP715803","ZM321F_21-Dec-2005",2005
"KM048899","ZM322F",2006
"KM048900","ZM322F",2006
"KM048901","ZM322F",2006
"KM048902","ZM322F",2006
"KM049732","ZM322F",2006
"KM049733","ZM322F",2006
"KM049734","ZM322F",2006
"KM049735","ZM322F",2006
"KM050610","ZM322F",2006
"KM050611","ZM322F",2006
"KM050612","ZM322F",2006
"KM050613","ZM322F",2006
"KM048903","ZM322F",2007
"KM048904","ZM322F",2007
"KM049736","ZM322F",2007
"KM049737","ZM322F",2007
"KM050614","ZM322F",2007
"KM050615","ZM322F",2007
"KM048905","ZM322F",2008
"KM049738","ZM322F",2008
"KM050616","ZM322F",2008
"KM048898","ZM322M",2006
"KM049731","ZM322M",2006
"KM050609","ZM322M",2006
"KM048906","ZM323F",2006
"KM049739","ZM323F",2006
"KM050617","ZM323F",2006
"KM048907","ZM323M",2006
"KM048908","ZM323M",2006
"KM048909","ZM323M",2006
"KM049740","ZM323M",2006
"KM049741","ZM323M",2006
"KM049742","ZM323M",2006
"KM050618","ZM323M",2006
"KM050619","ZM323M",2006
"KM050620","ZM323M",2006
"KM048910","ZM323M",2007
"KM049743","ZM323M",2007
"KM050621","ZM323M",2007
"KM048911","ZM323M",2008
"KM049744","ZM323M",2008
"KM050622","ZM323M",2008
"KP715804","ZM323M_11-Jan-2006",2006
"KM048912","ZM324M",2005
"KM049745","ZM324M",2005
"KM050623","ZM324M",2005
"KM048913","ZM326F",2007
"KM049746","ZM326F",2007
"KM050624","ZM326F",2007
"KM048914","ZM326M",2007
"KM048915","ZM326M",2007
"KM048916","ZM326M",2007
"KM049747","ZM326M",2007
"KM049748","ZM326M",2007
"KM049749","ZM326M",2007
"KM050625","ZM326M",2007
"KM050626","ZM326M",2007
"KM050627","ZM326M",2007
"KM048917","ZM326M",2008
"KM048918","ZM326M",2008
"KM049750","ZM326M",2008
"KM049751","ZM326M",2008
"KM050628","ZM326M",2008
"KM050629","ZM326M",2008
"KM048919","ZM326M",2009
"KM049752","ZM326M",2009
"KM050630","ZM326M",2009
"KP715805","ZM326M_17-Feb-2007",2007
"KM049753","ZM330F",2005
"KM050631","ZM331F",2005
"KM048920","ZM331F",2009
"KM049006","ZM331F",2009
"KM049754","ZM331F",2009
"KR820294","ZM331F",2009
"KR820295","ZM331F",2009
"KR820296","ZM331F",2009
"KR820297","ZM331F",2009
"KR820298","ZM331F",2009
"KR820299","ZM331F",2009
"KR820300","ZM331F",2009
"KR820301","ZM331F",2009
"KR820302","ZM331F",2009
"KR820303","ZM331F",2009
"KR820304","ZM331F",2009
"KR820305","ZM331F",2009
"KR820306","ZM331F",2009
"KR820307","ZM331F",2009
"KR820308","ZM331F",2009
"KR820309","ZM331F",2009
"KR820310","ZM331F",2009
"KR820311","ZM331F",2009
"KR820312","ZM331F",2009
"KR820313","ZM331F",2009
"KM048921","ZM331M",2009
"KM049889","ZM331M",2009
"KM050632","ZM331M",2009
"KM050633","ZM331M",2009
"KR820314","ZM331M",2009
"KR820315","ZM331M",2009
"KR820316","ZM331M",2009
"KR820317","ZM331M",2009
"KR820318","ZM331M",2009
"KR820319","ZM331M",2009
"KR820320","ZM331M",2009
"KR820321","ZM331M",2009
"KR820322","ZM331M",2009
"KR820323","ZM331M",2009
"KP715806","ZM331M_08-Apr-2009",2009
"KP715807","ZM333F_30-Sep-2008",2008
"KM049755","ZM334M",2005
"KM050634","ZM334M",2005
"KP715808","ZM3471M_25-Jul-2009",2009
"KM049756","ZM348M",2005
"KM050635","ZM348M",2005
"KM049757","ZM349F",2005
"KP715809","ZM34F_05-Sep-2007",2007
"KM049758","ZM351F",2005
"KM050636","ZM351F",2005
"KP715810","ZM3558M_30-Jan-2010",2010
"KM048922","ZM3576F",2009
"KM049891","ZM3576F",2009
"KM050759","ZM3576F",2009
"KR820324","ZM3576F",2009
"KR820325","ZM3576F",2009
"KP715811","ZM3576F_28-Mar-2009",2009
"KM049890","ZM3576M",2009
"KM050758","ZM3576M",2009
"KR820326","ZM3576M",2009
"KR820327","ZM3576M",2009
"KR820328","ZM3576M",2009
"KR820329","ZM3576M",2009
"KR820330","ZM3576M",2009
"KR820331","ZM3576M",2009
"KR820332","ZM3576M",2009
"KR820333","ZM3576M",2009
"KR820334","ZM3576M",2009
"KR820335","ZM3576M",2009
"KR820336","ZM3576M",2009
"KR820337","ZM3576M",2009
"KR820338","ZM3576M",2009
"KR820339","ZM3576M",2009
"KR820340","ZM3576M",2009
"KM048923","ZM358M",2005
"KM049759","ZM358M",2005
"KM050637","ZM358M",2005
"KM049760","ZM360F",2005
"KM050638","ZM360F",2005
"KM049892","ZM3618F",2009
"KM050760","ZM3618F",2009
"KR820341","ZM3618F",2009
"KR820342","ZM3618F",2009
"KR820343","ZM3618F",2009
"KR820344","ZM3618F",2009
"KR820345","ZM3618F",2009
"KR820346","ZM3618F",2009
"KR820347","ZM3618F",2009
"KR820348","ZM3618F",2009
"KR820349","ZM3618F",2009
"KR820350","ZM3618F",2009
"KR820351","ZM3618F",2009
"KR820352","ZM3618F",2009
"KR820353","ZM3618F",2009
"KR820354","ZM3618F",2009
"KR820355","ZM3618F",2009
"KR820356","ZM3618F",2009
"KR820357","ZM3618F",2009
"KM048924","ZM3618M",2009
"KM049893","ZM3618M",2009
"KM050761","ZM3618M",2009
"KR820358","ZM3618M",2009
"KR820359","ZM3618M",2009
"KR820360","ZM3618M",2009
"KR820361","ZM3618M",2009
"KR820362","ZM3618M",2009
"KR820363","ZM3618M",2009
"KR820364","ZM3618M",2009
"KR820365","ZM3618M",2009
"KR820366","ZM3618M",2009
"KP715812","ZM3618M_18-Jun-2009",2009
"KM049761","ZM361M",2005
"KM050639","ZM361M",2005
"KP715813","ZM3635F_12-Jan-2010",2010
"KM048925","ZM363F",2005
"KM049762","ZM363F",2005
"KM050640","ZM363F",2005
"KM048926","ZM3658F",2009
"KM048927","ZM3658M",2009
"KP715814","ZM3658M_24-Jan-2009",2009
"KM049894","ZM3678F",2009
"KM050762","ZM3678F",2009
"KR820367","ZM3678F",2009
"KR820368","ZM3678F",2009
"KR820369","ZM3678F",2009
"KR820370","ZM3678F",2009
"KR820371","ZM3678F",2009
"KR820372","ZM3678F",2009
"KR820373","ZM3678F",2009
"KR820374","ZM3678F",2009
"KR820375","ZM3678F",2009
"KR820376","ZM3678F",2009
"KR820377","ZM3678F",2009
"KR820378","ZM3678F",2009
"KR820379","ZM3678F",2009
"KR820380","ZM3678F",2009
"KR820381","ZM3678F",2009
"KR820382","ZM3678F",2009
"KR820383","ZM3678F",2009
"KR820384","ZM3678F",2009
"KM048928","ZM3678M",2009
"KM049895","ZM3678M",2009
"KM050763","ZM3678M",2009
"KR820385","ZM3678M",2009
"KR820386","ZM3678M",2009
"KR820387","ZM3678M",2009
"KR820388","ZM3678M",2009
"KR820389","ZM3678M",2009
"KR820390","ZM3678M",2009
"KR820391","ZM3678M",2009
"KR820392","ZM3678M",2009
"KR820393","ZM3678M",2009
"KP715815","ZM3678M_17-Sep-2009",2009
"KM049763","ZM367M",2005
"KM050641","ZM367M",2005
"KP715816","ZM3681F_28-Apr-2009",2009
"KM049764","ZM369F",2005
"KM050642","ZM369F",2005
"KM048929","ZM3701F",2009
"KM048930","ZM3701M",2009
"KP715817","ZM3701M_25-Mar-2009",2009
"KM048931","ZM3733F",2009
"KM048932","ZM3733M",2009
"KP715818","ZM3733M_15-Jul-2009",2009
"KM049765","ZM373F",2005
"KM050643","ZM373F",2005
"KP715819","ZM3779M_06-Aug-2009",2009
"KM048933","ZM377F",2005
"KM049766","ZM377F",2005
"KM050644","ZM377F",2005
"KP715820","ZM37F_17-Oct-2007",2007
"KM048934","ZM3802F",2009
"KM048935","ZM3802M",2009
"KP715821","ZM3802M_31-Oct-2009",2009
"KM048936","ZM3827F",2009
"KM048937","ZM3827M",2009
"KP715822","ZM3827M_10-Jul-2009",2009
"KM048939","ZM3841F",2009
"KP715823","ZM3841F_29-May-2009",2009
"KM048938","ZM3841M",2009
"KM048941","ZM3863F",2009
"KP715824","ZM3863F_24-Sep-2009",2009
"KM048940","ZM3863M",2009
"KM049769","ZM388F",2005
"KM050647","ZM388F",2005
"KM049770","ZM389M",2005
"KM050648","ZM389M",2005
"KM049768","ZM38F",2000
"KM050646","ZM38F",2000
"KP715825","ZM38F_21-Apr-2007",2007
"KM049767","ZM38M",2000
"KM050645","ZM38M",2000
"KM049773","ZM394M",2005
"KM049774","ZM399F",2005
"KM050651","ZM399F",2005
"KM048942","ZM39F",1999
"KM049772","ZM39F",1999
"KM050650","ZM39F",1999
"KM049771","ZM39M",1999
"KM050649","ZM39M",1999
"KP715826","ZM3F_22-Nov-2006",2006
"KP715827","ZM401F_14-Apr-2010",2010
"KM049775","ZM402M",2005
"KM050652","ZM402M",2005
"KM048944","ZM403F",2006
"KM049777","ZM403F",2006
"KM050654","ZM403F",2006
"KM048945","ZM403F",2007
"KM048946","ZM403F",2007
"KM048947","ZM403F",2007
"KM048948","ZM403F",2007
"KM049778","ZM403F",2007
"KM049779","ZM403F",2007
"KM049780","ZM403F",2007
"KM049781","ZM403F",2007
"KM050655","ZM403F",2007
"KM050656","ZM403F",2007
"KM050657","ZM403F",2007
"KM050658","ZM403F",2007
"KM048949","ZM403F",2008
"KM049782","ZM403F",2008
"KM050659","ZM403F",2008
"KM048950","ZM403F",2009
"KM049783","ZM403F",2009
"KM050660","ZM403F",2009
"KP715828","ZM403F_01-Nov-2006",2006
"KM048943","ZM403M",2006
"KM049776","ZM403M",2006
"KM050653","ZM403M",2006
"KM048951","ZM405M",2006
"KM049784","ZM405M",2006
